Numero de Identificación,Score,Edad,Balance,NumProducto,TarjetaCredito,EsunMienbroActivo,Salario,GeneroCODE,Departamento_Bogotá,Departamento_Santander,Rotación,SalarioSTD,SalarioMinMax
15587013,653,31,102575.04,1,1,1,11043.54,1,0,0,0,-1.5713324443655947,0.055165068264019214
15568162,527,53,0.0,1,1,1,51711.57,0,1,0,0,-0.8635879052733797,0.25852463910303436
15734202,660,52,86891.84,1,1,0,90877.76,1,0,1,0,-0.1819798438662222,0.4543742927449571
15785078,730,26,0.0,1,1,0,34542.41,0,1,0,0,-1.162382295628666,0.1726706400461244
15691513,592,60,0.0,4,1,1,13614.01,0,0,0,1,-1.5265986299811667,0.06801864578067204
15752838,723,38,0.0,2,1,1,94415.6,0,1,0,0,-0.12041091760689736,0.4720651822249025
15683993,493,37,142987.46,2,1,0,158840.99,1,0,0,0,1.0007822641475717,0.7942228982867863
15654238,673,40,137494.28,1,1,0,81753.92,1,0,0,0,-0.3407617650842186,0.4087507356952589
15583456,745,45,117231.63,3,1,1,122381.02,0,0,1,1,0.36627047041264077,0.6119056369883323
15576517,445,34,131082.17,2,1,1,70618.0,1,0,1,0,-0.5345598558146469,0.35306581778559853
15679801,712,39,163097.55,2,1,1,23702.42,1,1,0,0,-1.351030325206549,0.11846551345653508
15682547,649,38,122214.0,1,0,1,88965.46,0,0,0,0,-0.21525954495098176,0.4448118795344956
15596811,667,36,139753.35,1,1,0,79871.16,0,0,0,0,-0.3735273824111768,0.39933603659149447
15775116,581,31,0.0,2,0,0,89040.61,0,0,0,0,-0.21395171169442187,0.4451876654220478
15703068,716,41,126145.54,2,1,1,138051.19,0,0,1,0,0.6389779815496852,0.690263970209155
15815364,736,28,0.0,2,1,1,117431.1,1,1,0,0,0.2801271571283893,0.5871536731757883
15621768,712,45,112994.65,1,0,0,198398.68,0,1,0,0,1.6892035886278265,0.9920302388878137
15630580,751,34,108513.25,2,1,1,27097.82,0,0,1,0,-1.2919402781097578,0.13544413491488436
15583725,682,48,138778.15,1,0,1,168840.23,0,0,0,0,1.1747987460148384,0.8442238733799078
15656333,574,33,134348.57,1,1,0,63163.99,1,0,0,0,-0.6642817742807925,0.3157922081558789
15754952,602,48,76595.08,2,0,0,127095.14,1,0,1,0,0.44831016317930267,0.6354784881956227
15719624,669,38,121858.98,1,1,0,130755.34,1,0,0,0,0.5120085169472458,0.6537812361080483
15699389,807,42,118274.71,1,1,1,25885.72,0,0,0,0,-1.3130344190315992,0.1293830560818558
15711015,743,36,0.0,2,1,1,190911.02,0,0,0,0,1.5588960601938397,0.9545883631886845
15756975,777,35,0.0,2,1,1,17257.72,1,1,0,0,-1.4631872512019215,0.08623893581837065
15664772,489,28,79460.98,2,1,1,167973.63,0,0,1,0,1.1597173315087186,0.839890459538886
15596060,498,29,127864.26,1,1,1,46677.9,0,1,0,0,-0.9511887173631788,0.23335388529604575
15651868,672,34,0.0,1,0,0,22736.06,0,0,0,0,-1.3678478600809245,0.11363325197556366
15763665,833,28,136674.51,2,0,0,5278.78,1,0,0,0,-1.6716563943867109,0.026338515328213838
15715297,779,40,75470.23,1,1,1,52894.01,1,0,1,0,-0.8430099364658373,0.26443740377206026
15801488,723,25,0.0,2,1,1,134509.47,0,0,0,0,0.577341531763608,0.6725536788763327
15704746,699,35,167455.66,2,1,1,55324.49,0,1,0,0,-0.800712363965452,0.27659096443710374
15623647,655,36,135515.76,1,1,0,86013.96,1,1,0,0,-0.26662441330410025,0.4300529700586406
15647311,608,41,83807.86,1,0,1,112542.58,1,1,0,0,0.19505238625202576,0.5627087386845444
15757385,578,28,161592.76,1,1,0,177834.79,1,1,0,0,1.3313308111661937,0.8892009686925101
15732963,722,29,0.0,2,1,1,142033.07,1,1,0,0,0.7082745229685962,0.710175271738451
15790235,778,40,104291.41,2,1,1,117507.11,0,1,0,0,0.281449956939848,0.5875337594740297
15771054,469,35,0.0,2,1,0,186490.37,0,1,0,0,1.4819636172715247,0.932483002126703
15711789,768,42,0.0,1,0,0,161242.99,1,1,0,1,1.042584200039217,0.8062340453513309
15757865,642,62,0.0,2,1,1,61120.75,0,0,0,0,-0.6998402203637422,0.3055750324155957
15750181,553,41,110112.54,2,0,0,81898.81,0,0,1,0,-0.3382402486431943,0.40947525488684167
15728043,648,37,138503.51,2,1,0,57215.85,1,0,1,0,-0.7677970810895062,0.2860486676477603
15590097,537,33,136082.0,1,1,0,62746.54,1,1,0,0,-0.6715466444464742,0.3137047588044658
15657603,850,35,81684.97,1,1,0,824.0,1,0,0,0,-1.749182800702857,0.004062487967600906
15584930,726,30,111375.32,2,1,0,2704.09,0,0,1,0,-1.7164636493079681,0.013463835796318548
15603914,614,40,0.0,1,1,1,20339.79,0,0,0,1,-1.4095500769498137,0.10165075764735532
15812766,490,40,156111.08,1,0,0,190889.13,0,1,0,0,1.5585151091627543,0.9544789027352112
15765532,612,76,96166.88,1,1,1,191393.26,0,0,1,0,1.5672884688384643,0.9569997934802773
15809057,600,27,0.0,2,1,1,172031.22,1,1,0,0,1.2303314518478443,0.8601803472231597
15663386,597,26,0.0,2,1,0,110253.2,1,1,0,0,0.15521037293328524,0.5512607454011857
15788448,490,31,145260.23,1,0,1,114066.77,0,1,0,0,0.22157782033474294,0.570330416554781
15676521,696,31,0.0,2,0,0,191074.11,1,0,0,0,1.5617343107036519,0.9554038910715972
15787258,596,29,0.0,2,1,0,116696.77,1,1,0,0,0.26734763357164,0.5834816724997237
15633950,737,41,101960.74,1,1,1,123547.28,0,0,0,0,0.38656685915243666,0.6177374939306703
15789109,686,41,0.0,1,1,1,144272.71,1,0,0,1,0.7472509125191221,0.721374541268691
15597265,660,38,0.0,2,0,1,146585.53,0,0,0,0,0.7875008514737079,0.7329397457457186
15623062,660,24,85089.3,1,1,1,71638.0,0,0,1,0,-0.5168088255858884,0.35816630488211626
15660768,604,40,84315.02,1,0,0,36209.1,0,0,0,0,-1.1333769382051666,0.1810048859666098
15776231,626,35,88109.81,1,1,1,32825.5,0,0,1,0,-1.19226163024637,0.16408527014329866
15594456,740,56,99097.33,1,1,1,85016.64,1,1,0,1,-0.2839807441548312,0.4250658937928572
15775880,554,30,0.0,2,1,1,40320.3,1,0,0,0,-1.0618298446007821,0.20156284925210358
15691785,850,61,0.0,1,1,0,53067.83,0,0,0,1,-0.8399849520792071,0.2653065867790374
15609987,755,42,119919.12,1,1,0,156868.21,0,0,0,0,0.9664500313880715,0.7843580561943665
15691723,631,55,99685.06,1,1,0,114474.98,0,1,0,0,0.22868188705011686,0.5723716614936726
15798888,605,31,117992.59,1,1,1,183598.77,1,0,1,0,1.4316411868700754,0.9180236212558298
15745716,706,53,0.0,2,0,1,117939.17,0,1,0,0,0.2889690845091003,0.589694265802384
15767432,711,25,0.0,3,1,1,9679.28,1,0,0,0,-1.5950746213262676,0.04834311676765131
15753362,748,60,0.0,2,1,1,78194.37,0,1,0,0,-0.4027085098398829,0.3909512858477984
15748797,636,33,0.0,1,1,0,92277.47,1,1,0,1,-0.15762073159024598,0.4613735111703168
15590094,613,38,126265.88,2,0,0,15859.95,0,0,1,0,-1.4875126017145215,0.0792494183194495
15585222,515,41,0.0,2,1,1,185054.14,0,0,0,0,1.4569689485014763,0.9253011662613779
15574305,680,36,116275.12,1,1,1,63795.8,0,0,0,0,-0.6532864032917415,0.31895155987396795
15615322,528,43,97473.87,2,1,1,159823.16,0,1,0,0,1.0178749399904934,0.7991342173177538
15796115,689,40,78119.59,4,1,0,119259.34,1,0,1,1,0.31194396448664946,0.5962957462437662
15687648,691,28,0.0,2,0,0,92865.41,0,0,0,0,-0.14738882893073976,0.46431349193848015
15771383,628,45,53667.44,1,1,0,115022.94,1,0,1,0,0.23821801893653904,0.5751117231695627
15812040,594,36,153880.15,1,0,0,135431.72,0,0,0,0,0.5933914215954438,0.6771653692927674
15644724,472,31,58662.92,2,0,1,73322.0,0,0,0,0,-0.4875022227376242,0.36658710906891606
15713845,688,38,148045.68,1,1,0,175479.92,0,0,0,1,1.290349077288942,0.8774254941346898
15630321,680,44,0.0,2,1,0,86935.08,0,0,0,0,-0.25059418882928264,0.4346590099354488
15811978,693,46,104763.41,1,1,1,62368.33,0,0,1,0,-0.6781286220374729,0.31181352819194236
15756148,765,45,91549.78,1,1,1,47139.44,0,1,0,0,-0.9431565502143736,0.23566180570244458
15625080,745,54,0.0,1,1,0,173912.29,1,1,0,1,1.2630676581541296,0.8695865955198722
15701364,724,30,0.0,2,1,1,54265.55,0,0,0,0,-0.8191410658776496,0.27129575874496015
15674922,710,54,171137.62,1,1,1,167023.95,0,0,0,1,1.1431900781874957,0.8351416060233753
15787051,750,39,119565.92,1,1,0,87067.73,1,1,0,0,-0.2482856847510035,0.43532232328187337
15771997,791,31,75499.24,1,1,0,22184.14,1,0,0,0,-1.377452907731764,0.11087338840859301
15705313,707,33,58036.33,1,1,1,83335.78,1,0,0,0,-0.3132327016747441,0.41666079110555054
15729435,623,40,0.0,2,1,1,66119.07,0,0,0,0,-0.6128546032921651,0.33056901934134714
15599591,600,39,88477.36,2,1,0,58632.37,1,0,1,0,-0.7431454248741717,0.2931319441006616
15796617,720,29,0.0,2,1,0,39925.52,0,0,0,0,-1.0687001894181443,0.19958876072664936
15744295,756,40,94773.11,1,1,0,114279.63,0,0,0,0,0.2252822167018935,0.5713948182051386
15732175,776,37,0.0,1,0,1,8065.0,0,0,0,0,-1.6231678890494836,0.04027094587533109
15578747,701,26,83600.24,1,0,1,59195.05,0,1,0,0,-0.7333531212573895,0.295945612806023
15681115,787,39,108935.39,1,1,1,101168.3,0,1,0,0,-0.0028938766012720565,0.5058319069471134
15641585,850,40,97339.99,1,0,1,88815.25,0,0,0,0,-0.21787364519672878,0.4440607578023701
15743153,740,40,122295.17,2,1,1,30812.84,1,0,1,0,-1.2272878934818732,0.1540210090063601
15685654,514,66,0.0,2,1,1,14234.31,0,1,0,0,-1.5158035671861676,0.0711204420022112
15807525,447,43,0.0,2,1,0,33879.26,0,0,0,1,-1.1739230757229808,0.16935457336175605
15774931,452,30,112935.87,1,1,1,99017.34,0,0,0,0,-0.040326970700145195,0.49507607976561757
15659677,746,47,142382.03,1,1,1,62086.62,0,0,0,0,-0.6830312129450646,0.31040484366256976
15613734,640,33,84719.13,2,1,1,113048.79,1,0,0,0,0.2038619441070255,0.5652400304229053
15639117,624,34,0.0,1,1,0,582.59,1,1,0,1,-1.7533840518867045,0.0028553226833162564
15598840,680,33,123082.08,1,1,0,134960.98,0,0,0,0,0.5851991471151637,0.674811444492949
15576615,719,37,145382.61,1,1,0,80408.59,0,1,0,0,-0.3641745038074105,0.40202344323882927
15682070,611,64,0.0,2,1,1,53277.15,0,0,0,0,-0.8363421622287328,0.2663532867388836
15700813,522,25,94049.92,2,1,0,103269.0,1,0,1,0,0.03366454418456425,0.5163364101271671
15725429,623,33,96759.42,1,1,1,174777.98,0,0,1,0,1.27813323595681,0.8739154589263275
15750778,653,60,120731.39,4,1,1,138160.11,1,0,0,1,0.6408735131305833,0.6908086222234222
15686964,675,34,84944.58,1,0,0,146230.63,1,0,0,0,0.7813245371323487,0.7311650762647832
15578045,538,49,141434.04,1,0,0,173779.25,1,1,0,1,1.2607523669172334,0.8689213319872047
15588904,692,33,0.0,1,1,0,113505.93,0,0,0,1,0.21181753818425555,0.5675259487281035
15698349,686,35,0.0,2,1,1,159676.55,1,1,0,0,1.015323490439671,0.7984010973047925
15641175,701,63,120916.52,3,0,0,144727.45,0,0,1,1,0.7551647394664025,0.7236484584277799
15574480,652,31,132862.59,1,0,0,158054.49,0,1,0,0,0.9870948276035338,0.7902900226971675
15709387,711,52,0.0,1,1,1,159808.95,0,0,0,0,1.0176276437752476,0.7990631605318308
15755868,562,35,0.0,1,0,0,48869.67,0,0,0,0,-0.9130454080254473,0.24431378196617773
15570629,655,72,138089.97,2,1,1,99920.41,1,0,1,0,-0.02461086984849313,0.4995918610227277
15650018,681,43,154100.3,1,0,0,114659.81,1,0,0,0,0.2318984781453928,0.5732958997584269
15752809,702,43,116121.67,1,1,0,61602.42,0,1,0,0,-0.6914577314124812,0.3079836124349875
15748069,485,25,134467.26,1,1,1,113266.09,1,0,0,0,0.2076436096645836,0.5663266341935654
15585768,582,41,70349.48,2,0,1,178074.04,0,0,1,0,1.3354944719330863,0.8903973329452962
15585777,710,38,130588.82,1,1,1,154997.64,0,0,0,0,0.9338965562753181,0.7750043129118831
15656613,646,34,131283.11,1,0,0,130500.65,1,0,0,0,0.507576154311008,0.652507664481958
15750755,449,33,0.0,2,0,0,156792.89,1,1,0,0,0.9651392396264737,0.7839814202256316
15809847,668,46,0.0,2,0,0,29388.02,0,0,0,0,-1.252083994354951,0.1468962285898303
15699461,515,35,176273.95,1,0,1,121277.78,0,1,0,0,0.34707081689344893,0.6063889101409184
15567431,773,64,145578.28,1,0,1,186172.85,0,0,0,0,1.4764378259791373,0.9308952504964224
15703793,738,58,133745.44,4,1,0,28373.86,0,0,1,1,-1.2697333912341646,0.14182494428217893
15647842,601,48,120782.7,1,1,0,63940.68,1,0,1,1,-0.6507650608804254,0.3196760290607753
15772421,645,31,128927.93,1,1,1,2850.01,1,0,1,0,-1.713924207807007,0.014193505479773319
15672447,657,40,99165.84,1,0,1,119333.95,0,0,1,1,0.3132424001389707,0.5966688318734439
15745295,727,31,0.0,1,1,0,121751.04,1,1,0,1,0.35530694686017655,0.6087554361441517
15694581,807,42,0.0,2,1,1,74900.9,0,1,0,0,-0.46002467212175485,0.37448236306567273
15590606,595,41,0.0,2,1,0,5967.09,0,0,0,0,-1.6596777555467532,0.029780394027629636
15731478,712,42,87842.98,1,0,0,92223.59,1,0,0,0,-0.158558403657624,0.4611040854401595
15766776,576,41,0.0,1,1,1,188274.6,0,0,0,0,1.5130145198843268,0.941405004177899
15661330,754,37,0.0,1,1,1,116141.72,0,0,0,0,0.2576881146221572,0.5807061574380353
15752626,553,32,64082.09,1,0,1,109159.58,0,0,0,0,0.1361781359933099,0.5457921231477606
15699598,723,20,0.0,2,1,1,140385.33,1,0,0,0,0.6795989518419933,0.7019357848674548
15780056,660,33,0.0,1,1,0,29664.45,0,1,0,0,-1.2472732911332496,0.14827851059776206
15687413,619,38,0.0,2,1,1,117616.29,1,1,0,0,0.2833500132931575,0.588079711612459
15583755,592,33,156570.86,1,1,1,37140.2,0,0,1,0,-1.11717303208164,0.18566083060932315
15755521,660,48,90044.32,2,0,1,187604.97,1,0,0,1,1.5013609685391467,0.938056534399035
15745533,799,63,110314.21,2,1,0,37464.0,1,0,0,1,-1.1115379501325497,0.18727998523859027
15662658,651,34,90355.12,2,0,0,193597.94,0,0,1,0,1.605656450529385,0.9680242463155231
15575002,676,29,140720.93,1,1,0,36221.18,0,0,0,0,-1.1331667103177514,0.1810652917353607
15668009,747,37,0.0,2,0,1,180551.76,0,1,0,0,1.3786141607746547,0.9027871161695942
15751455,469,48,0.0,1,1,0,160529.71,1,0,0,1,1.030171009018071,0.8026673047276014
15572093,613,24,140453.91,1,1,0,129001.3,1,0,0,0,0.4814830100232737,0.6450101984739542
15784320,632,44,133793.89,1,1,1,34607.14,1,0,0,1,-1.1612558013279726,0.17299432095765144
15589437,466,26,156815.71,1,1,1,137476.09,0,0,0,0,0.6289695330354115,0.6873881955726772
15629150,721,37,0.0,2,1,0,70810.8,1,0,0,0,-0.5312045630419953,0.35402990985639127
15800773,648,28,102282.61,1,1,1,157891.11,1,1,0,0,0.9842515302321861,0.7894730446757664
15745623,788,32,112079.58,1,0,0,89368.59,0,0,0,0,-0.20824388532733543,0.4468277220474555
15689602,698,38,130015.24,1,1,1,41595.3,0,0,0,0,-1.0396410568148338,0.20793845812275072
15734674,593,41,0.0,1,1,0,65170.66,1,0,0,0,-0.6293597548404563,0.3258265164323193
15696277,651,34,0.0,2,1,0,138113.71,1,0,0,0,0.640066015284883,0.6905766000653062
15768566,706,34,0.0,2,1,1,37479.97,0,0,0,0,-1.111260024688674,0.1873598428649936
15784597,648,26,162923.85,1,1,0,98368.24,0,0,0,0,-0.05162323905454423,0.491830269790765
15675422,544,32,110728.39,1,1,1,14559.62,1,0,0,0,-1.5101422067511505,0.07274714735257216
15589224,596,41,0.0,2,0,1,141053.85,0,1,0,0,0.6912331858895716,0.705278704116243
15765048,545,30,0.0,2,1,0,170307.43,0,0,0,0,1.2003323847909504,0.8515605740348202
15677921,720,60,115920.62,2,0,0,157552.08,0,0,1,1,0.9783514010376215,0.7877777327734797
15801336,649,37,114737.26,1,1,1,106655.88,1,0,1,1,0.09260631797003271,0.5332724275168279
15801994,775,31,0.0,2,1,0,169278.51,0,0,0,0,1.1824261200625446,0.8464154826785958
15767339,777,53,0.0,2,1,0,189992.97,1,0,0,0,1.5429192628394168,0.9499976747779413
15585192,686,39,136258.06,1,0,0,89199.51,0,1,0,0,-0.21118637963231437,0.4459822413040445
15803689,647,51,119741.77,2,0,0,54954.51,1,0,1,1,-0.8071511151066638,0.2747408877547806
15593683,668,30,0.0,2,1,0,138465.7,1,1,0,0,0.6461916869811782,0.6923367181565839
15645269,583,42,0.0,2,1,0,17439.66,1,0,0,0,-1.4600209546922938,0.08714872270301813
15759618,535,48,0.0,1,1,0,149892.79,1,0,0,1,0.8450570007230845,0.7494776251131983
15670753,614,35,127283.78,1,1,1,31302.35,0,1,0,0,-1.218768965239442,0.15646879276970949
15603665,638,39,122501.28,2,1,1,95007.8,1,0,1,0,-0.11010487829172994,0.47502646502741014
15788556,683,42,148283.94,1,1,1,44692.63,1,0,0,1,-0.9857383132281273,0.2234265872390813
15770719,697,39,151553.19,1,1,1,44946.29,1,0,0,0,-0.9813238756518264,0.22469500837329964
15690829,430,49,137115.16,1,1,0,146516.86,0,0,1,1,0.7863057894680128,0.7325963629526618
15617331,637,39,109698.41,1,1,1,88391.29,1,0,1,1,-0.22525180870239994,0.4419407553421351
15667460,797,31,0.0,2,1,1,24748.89,0,0,0,0,-1.3328186383403833,0.12369836319368498
15614716,515,37,196853.62,1,1,1,132770.11,1,0,0,0,0.5470715004511632,0.663856048252608
15680201,627,24,102773.2,2,1,0,56793.02,0,0,1,1,-0.775155579238159,0.28393431572715194
15636396,627,35,0.0,2,0,1,193022.44,1,0,0,0,1.5956410408267865,0.965146471488027
15633546,652,33,124832.51,1,1,0,195877.06,1,1,0,0,1.6453199093675892,0.9794209346992637
15701164,506,34,90307.62,1,1,1,159235.29,1,0,0,0,1.007644255538944,0.7961945865830187
15716024,660,42,0.0,2,1,0,115509.59,0,1,0,0,0.24668717468244616,0.5775452055671316
15742116,671,48,116711.06,2,0,0,76373.38,1,0,1,0,-0.43439914565975235,0.38184546624202614
15668283,642,48,118317.27,4,0,0,78702.98,0,0,0,1,-0.393857184854933,0.3934945787322689
15700549,721,54,0.0,2,1,1,4493.12,0,0,0,0,-1.6853292124352661,0.02240984013973334
15810227,421,34,0.0,2,1,1,96615.23,0,0,0,0,-0.08213082091857972,0.4830643826485429
15670066,643,34,0.0,2,1,1,116046.22,0,1,0,0,0.2560261309095626,0.58022861183243
15660429,665,42,156371.61,2,0,1,156774.94,1,1,0,1,0.964826856300389,0.7838916616536878
15573112,602,29,103907.28,1,1,0,161229.84,0,1,0,0,1.0423553509730326,0.8061682890716063
15626474,686,31,0.0,2,1,0,4802.25,1,0,0,0,-1.6799494320679953,0.023955637763406402
15802381,461,34,63663.93,1,0,1,167784.28,1,0,1,0,1.1564220789853699,0.8389436191156254
15780628,633,30,0.0,2,0,0,41642.29,1,0,0,0,-1.0388232912163542,0.20817343056261872
15812198,543,48,100900.5,1,0,0,33310.72,0,0,1,1,-1.1838173607487246,0.16651160185797742
15625916,562,32,161628.66,1,1,0,91482.5,0,1,0,0,-0.1714555712970658,0.45739828153588663
15666823,425,39,0.0,2,1,0,197226.32,0,0,0,0,1.6688010417660744,0.9861678790324475
15613962,499,38,0.0,2,0,1,183042.2,1,0,0,0,1.421955215404958,0.9152405054682722
15724200,584,38,115341.55,1,0,1,173632.92,0,0,0,0,1.2582057901982393,0.8681896121079563
15742297,715,35,141005.47,1,1,1,60407.93,0,0,0,0,-0.7122454060183143,0.3020105920115371
15768777,507,34,0.0,2,1,1,60688.38,1,1,0,0,-0.7073647428539465,0.3034129759392022
15756625,752,41,0.0,2,1,0,139844.04,1,0,0,1,0.6701788977708909,0.699229076376794
15623828,682,30,0.0,1,0,1,161465.31,0,0,0,0,1.046453228510254,0.80734575151927
15620981,684,48,73309.38,1,0,0,21228.34,1,0,0,1,-1.3940866672343597,0.10609393197050317
15751032,629,37,35549.81,2,0,0,49676.33,1,0,1,0,-0.8990071275898293,0.24834746718311598
15705301,683,41,95696.52,2,1,1,184366.14,0,0,0,0,1.4449957045824704,0.9218608377100013
15792729,474,34,176311.36,1,1,0,160213.27,1,0,1,0,1.0246640129341607,0.80108495361307
15578462,596,76,134208.25,1,1,1,13455.43,1,1,0,0,-1.5293583930926142,0.06722567005148991
15669301,778,29,150358.97,1,1,0,62454.01,1,0,1,1,-0.6766375354982571,0.3122419691080498
15729359,837,29,0.0,2,1,1,41866.26,1,0,0,0,-1.0349255478434767,0.209293387518508
15586993,655,56,0.0,2,1,1,41782.7,1,1,0,0,-1.0363797400845698,0.20887554761479718
15662397,640,42,176099.13,1,1,1,8404.73,1,0,0,0,-1.6172555777753503,0.04196975811189968
15795954,746,35,172274.01,1,1,0,22374.97,0,0,0,0,-1.3741318988116131,0.11182762953862094
15575430,579,33,118392.75,1,1,1,157564.75,1,0,0,0,0.9785718966778162,0.7878410888239826
15784209,497,47,0.0,1,1,1,90055.08,0,0,0,0,-0.19629691989425646,0.4502604998777383
15720637,710,46,120530.34,1,1,0,166586.99,1,0,1,1,1.1355856760612617,0.8329565973550473
15598088,559,25,0.0,2,1,1,163221.22,0,1,0,0,1.0770112789896455,0.8161261400463744
15812191,553,33,118082.89,1,0,0,94440.45,0,0,0,0,-0.11997845378220667,0.4721894440919107
15737275,649,39,113096.41,1,1,1,60335.24,0,0,0,0,-0.7135104279666756,0.301647107298747
15766272,521,61,125193.96,1,1,1,109356.53,1,0,1,0,0.13960565109483336,0.5467769672003676
15772896,763,42,100160.75,1,1,0,33462.94,0,0,1,1,-1.1811682805316446,0.16727277454996953
15694890,588,38,124271.26,1,1,0,75969.19,0,0,0,0,-0.4414332524324601,0.3798243232228678
15753861,686,27,115095.88,2,0,0,78622.46,1,0,1,0,-0.39525847206475595,0.3930919402802968
15589200,617,34,0.0,2,1,0,118749.58,0,1,0,0,0.30307262608526525,0.5937467028101183
15719508,575,49,121205.15,4,1,1,168080.53,0,0,1,1,1.1615777090885755,0.8404250105885112
15595657,649,40,95001.33,1,0,1,123202.99,0,0,1,0,0.3805751903313983,0.6160158795164938
15731026,683,39,100062.16,2,1,0,109201.43,1,0,1,0,0.13690645032181323,0.5460013931330442
15647807,642,40,109219.83,1,1,0,52827.51,0,0,0,0,-0.8441672340248692,0.2641048720152775
15586629,637,33,0.0,2,1,0,139947.17,0,0,0,0,0.671973666150785,0.6997447756260723
15592765,637,40,125470.81,1,1,1,174536.17,0,0,0,0,1.2739250235846373,0.8727062934510246
15725509,662,30,115286.68,2,1,1,149587.92,0,0,1,0,0.8397513570114752,0.7479531295238695
15592736,551,54,102994.04,1,1,0,176680.16,0,0,1,1,1.311236818976947,0.8834272673040275
15682467,725,36,118851.05,1,1,1,102747.02,1,0,0,0,0.024580541479851194,0.513726260857912
15783859,733,24,161884.99,1,1,1,9617.24,1,0,0,0,-1.5961543016354756,0.04803288714072193
15573893,569,25,173459.45,2,1,1,44381.06,0,0,1,0,-0.9911605568441806,0.22186858845019697
15715184,752,31,144637.86,2,1,0,40496.72,1,1,0,0,-1.0587596124900394,0.2024450335006993
15679551,504,46,163764.84,1,1,1,165122.55,1,1,0,1,1.1101000694845917,0.8256336980181607
15735221,697,42,0.0,2,1,0,61312.15,1,0,0,0,-0.696509291750228,0.30653212381782463
15741032,733,48,0.0,1,0,1,117830.57,0,0,0,0,0.28707912187886203,0.5891512139409314
15750243,830,40,0.0,2,0,1,81622.52,0,1,0,0,-0.3430485154489821,0.4080936729457663
15589725,740,51,0.0,2,1,1,178929.84,1,0,0,0,1.3503879343544307,0.8946767416288255
